,filename,img_id,split,label,sent_id,sentence
13,meadow_2183.tif,1911,train,meadow,"[9555, 9556, 9557, 9558, 9559]","['There are a lot of tent and other parts passing through the road and scattered in the prairie', 'There was a tent and some people scattered on the grassland and there was a road passing by', 'The meadow includes some packages and white points', 'Several grey items are scattered on this green meadow', 'There is a tent and some other masses scattered on the prairie with a road that passes by']"
14,port_3065.tif,2888,train,port,"[14440, 14441, 14442, 14443, 14444]","['The water near the harbor is dark green while the harbor is busy', 'The water near the port is dark green and the port is busy', 'The water near the port is dark green while the port is lively', 'When the dock is empty the water is green', 'The water near the port is dark green while the port is rough']"
15,meadow_2139.tif,1863,train,meadow,"[9315, 9316, 9317, 9318, 9319]","['Some green trees are next to green pastures', 'Some green trees are next to a green meadow', 'Some green trees are near a piece of green grass', 'Some green trees beside the grass', 'Some green trees are next to a piece of green meadows']"
16,stadium_4137.tif,4075,train,stadium,"[20375, 20376, 20377, 20378, 20379]","['The gym roads and trees around it', 'Many people were in a stadium surrounded by cars and grass', 'Many people were in the stadium surrounded by cars and grass', 'A stadium surrounded by cars and grass', 'A stadium surrounded by cars and grass']"
17,storagetanks_4439.tif,4410,train,storagetanks,"[22050, 22051, 22052, 22053, 22054]","['The best spherical buildings on earth are distributed', 'The green lawn is very beautiful', 'The best spherical buildings on earth have been arranged', 'The green lawn is very beautiful', 'The green lawn is very beautiful']"
18,mediumresidential_2270.tif,2007,train,mediumresidential,"[10035, 10036, 10037, 10038, 10039]","['Many houses are surrounded by green plants', 'Many white cars are parked in front of the house', 'Many white cars were parked in front of the house', 'Green trees around the house', 'Many houses are surrounded by green plants']"
19,resort_3410.tif,3271,train,resort,"[16355, 16356, 16357, 16358, 16359]","['There were a lot of coconut trees on the beach', 'There is a swimming pool in front of the building', ""There 's a pool in front of the building"", 'There are many coconut trees planted on the beach', 'A lot of coconut trees were planted on the side of the beach']"
20,bareland_608.tif,169,train,bareland,"[845, 846, 847, 848, 849]","['Some white houses are beside the bare fields', 'Some white houses are located beside the bare fields', 'The red land was full of traces of cars', 'There are traces of cars on red clay', 'A truck is working on the red field']"
21,playground_2814.tif,2610,train,playground,"[13050, 13051, 13052, 13053, 13054]","['Red running track surrounds this football field as well as four basketball courts', 'The red track surrounds the football field and four basketball courts', 'Red tracks surround this football field and four basketball courts', 'The red one-way street surrounds the football field and four basketball courts', 'Red trails surround this football field like four blocks of basketball']"
22,viaduct_4500.tif,4477,train,viaduct,"[22385, 22386, 22387, 22388, 22389]","['The viaduct in the city looks very complicated', 'The viaducts in the city look very complicated', 'The bridges in this city look very complicated', 'The viaduct in this city looks very complicated', 'The viaducts in this city look very complicated']"
23,church_1261.tif,892,train,church,"[4460, 4461, 4462, 4463, 4464]","['Green trees grow in a square church', 'Green trees grow in a square church', 'There are green trees in the square church', 'Green trees grow in a square church', 'The green trees in the church']"
24,mediumresidential_2261.tif,1997,train,mediumresidential,"[9985, 9986, 9987, 9988, 9989]","['Some flat are on both sides of the courtyard and the road', 'Some apartments have courtyards on both sides of the road', 'Some apartments are on both sides of the street with courtyard', 'Smart houses stand by this road in this peaceful residential zone', 'Some flat are on both sides of the courtyard and the road']"
25,commercial_1326.tif,964,train,commercial,"[4820, 4821, 4822, 4823, 4824]","['The road between buildings is wide', 'The road between the buildings is wide', 'The road between the buildings is wide', 'The road between the buildings is wide', 'The road between the buildings is wide']"
26,viaduct_4511.tif,4490,train,viaduct,"[22450, 22451, 22452, 22453, 22454]","['The viaduct settled on the wasteland is very mirror-like', 'The viaduct settled on the wasteland is a very mirror moon', 'The viaduct settled on the wasteland is a mirror image', 'The bridge settled on the wasteland has a good mirror', 'The viaduct settled on the wasteland is a very mirror']"
27,playground_2776.tif,2568,train,playground,"[12840, 12841, 12842, 12843, 12844]","['There is a playground in the center of the land', 'In the middle of the land is a playground', 'In the middle of the earth is a playground', 'The land is a playground', ""In the middle of the earth there 's a playground""]"
28,forest_1821.tif,1510,train,forest,"[7550, 7551, 7552, 7553, 7554]","['The forest is dense while there is an open space of half circle', 'There was a semi-circular open space beside the dense woods', 'The forests are dense while there is a semi-circular space open apart', ""The woods are dense while there 's a semicircular open space on the side"", 'The forest is dense while there is an open space of half circle']"
29,sparseresidential_3873.tif,3783,train,sparseresidential,"[18915, 18916, 18917, 18918, 18919]","['There is a house with a grey roof next to the road', 'Only a small house is in a sparsely populated residential area', 'There are only a few houses in this area', 'There is a house with a grey roof by the side of the road', ""There 's a house with a gray roof near the street""]"
30,playground_2729.tif,2516,train,playground,"[12580, 12581, 12582, 12583, 12584]","['Football field and 5 basketball fields are surrounded by several green trees', 'A football field and five basketball courts are surrounded by some green trees', 'A football field and five basketball fields are surrounded by some green trees', 'The football and basketball fields are surrounded by green trees', 'Green trees around football and basketball courts']"
31,farmland_1792.tif,1479,train,farmland,"[7395, 7396, 7397, 7398, 7399]","['A variety of crops', 'Distribution of agricultural land', 'A variety of crops', 'A variety of crops', 'A variety of crops']"
32,stadium_4215.tif,4162,train,stadium,"[20810, 20811, 20812, 20813, 20814]","['The building built in the square is gymnasium', 'There is a football stadium in the gym', 'There is a football field in the stadium', 'The building on the square is the gymnasium', 'The building built on the square is a gym']"
33,port_3166.tif,3001,train,port,"[15005, 15006, 15007, 15008, 15009]","['On the coast of the city is a port with sailboats and ships', 'Ports with sailboats and ships are located on the coast of the city', 'A port with sailboats and ships is located on the coast of a city', 'This port with a little cloud over it surrounded by a bustling area', 'Some boats are sparsely scattered in a port surrounded by urban areas']"
34,mountain_2419.tif,2173,train,mountain,"[10865, 10866, 10867, 10868, 10869]","['Several walks through this mountain range', 'There are several paths that go through the mountain range', 'There are several paths across the mountain range', 'Several pedestrian paths cross this mountain range', 'There are many roads across the mountain']"
35,stadium_4134.tif,4072,train,stadium,"[20360, 20361, 20362, 20363, 20364]","['There is a white rectangular building under the sun', 'The bottom of the building center is green', 'There is a white rectangular building in the sun', 'There is a green space at the bottom of the building center', 'There is a white square building in the sun']"
36,river_3580.tif,3459,train,river,"[17295, 17296, 17297, 17298, 17299]","['The arc that crosses greenland is so peaceful that people can see that bed', 'The arc across greenland is so clear that one can see its bed', 'The arc in the form of green is so clear that people can see its bed', 'This river is partially shallow in this green plain', 'Part of the river is shallow on this green plain']"
37,storagetanks_4732.tif,4731,train,storagetanks,"[23655, 23656, 23657, 23658, 23659]","['Several tanks were arranged in order', 'Many tanks were neatly stacked together', 'Many barrels are arranged neatly', 'Several tanks lined up neatly', 'Several tanks were neatly arranged']"
38,storagetanks_4363.tif,4325,train,storagetanks,"[21625, 21626, 21627, 21628, 21629]","['Several storage tanks and several buildings are in the factory by the river', 'Several storage tanks and several buildings in the riverside factory', 'Several storage tanks and several buildings in a factory by the river', 'There are several storage tanks and several buildings in the riverside factory', 'Several tanks and several buildings in the riverbank factory']"
39,farmland_1791.tif,1478,train,farmland,"[7390, 7391, 7392, 7393, 7394]","['The farmland has a crack in the middle', 'There is a crack in the middle of the field', 'The agricultural land has a crack in the middle', 'The fifth has a crack in the middle', 'There is a crack in the middle of the field']"
40,industrial_1938.tif,1640,train,industrial,"[8200, 8201, 8202, 8203, 8204]","['The factory of blue and green roof is sandwiched between the river and the road', 'The blue-green roofed factory is sandwiched between a river and a road', 'The factory area which contains the cyan workshops is next to a road', 'We can see a dense industrial area where roofs are blue and green next to a straight road', 'Many blue and cyan industrial buildings are surrounded by green trees']"
41,river_3517.tif,3389,train,river,"[16945, 16946, 16947, 16948, 16949]","['There are several buildings and farmland along the winding river', 'Trees are cut down and several houses are build on the bank of this yellow river', 'There are some buildings and farmland along the winding river', 'There are some buildings and agricultural land along the winding river', 'Buildings and farms in the river']"
42,airport_559.tif,115,train,airport,"[575, 576, 577, 578, 579]","['Many planes were parked next to four rectangular light yellow buildings', 'Many planes were parked beside four light yellow rectangular buildings', 'Several planes stopped beside the light yellow rectangular building', 'Next to the four light yellow buildings is a green lawn', 'Next to the four pale yellow buildings is a green lawn']"
43,storagetanks_4426.tif,4395,train,storagetanks,"[21975, 21976, 21977, 21978, 21979]","['We can see three storage tanks and a long building standing on the triangular concrete on the lawn', 'We can see three tanks and a long building standing on the triangular concrete on the lawn', 'We saw three containers and a long building on the triangular concrete on the lawn', 'A large building cast a shadow over the reservoir beside the grass', 'A large building cast a shadow on the reservoir beside the grass']"
44,parking_2609.tif,2383,train,parking,"[11915, 11916, 11917, 11918, 11919]","['Oppsite a rectangular parking lot there is a trapezoid parking lot with some cars surrounded by roads', 'Oppsite rectangular parking is a trapezoidal parking lot where some cars are surrounded by roads', 'A trapezoid paking lot which is at the corner of the road includes white and black cars', 'Opposite a rectangular parking lot there is a trapezoid parking lot some cars are surrounded by the road', 'Opposite a rectangular parking place there is a trapezoid parking with some cars surrounded by streets']"
45,river_3536.tif,3410,train,river,"[17050, 17051, 17052, 17053, 17054]","['The coast of the river is an agricultural area', 'Agricultural areas are divided into many areas', 'The river is an agricultural area', 'Agricultural areas are neatly divided into many areas', 'Agricultural areas are well divided into many regions']"
46,forest_1854.tif,1547,train,forest,"[7735, 7736, 7737, 7738, 7739]","['It is grandma green', 'It is grandma green', 'It is grandma green', 'It is grandma green', 'It is grandma green']"
47,river_3555.tif,3431,train,river,"[17155, 17156, 17157, 17158, 17159]","['There is a road next to green farmland', 'There is a road next to the green farmland', ""There 's a road next to the green farmland"", ""There 's a road near the green farm"", 'There is a road next to the green farmland']"
48,industrial_1932.tif,1633,train,industrial,"[8165, 8166, 8167, 8168, 8169]","['The factory consists of a row of buildings in this vast area', 'The factory consists of a series of buildings in this vast area', 'The factory consists of files of buildings in this vast area', 'Buildings in this vast area', 'The factory is made up of rows of buildings in this vast area']"
49,commercial_1381.tif,1025,train,commercial,"[5125, 5126, 5127, 5128, 5129]","['There are many buildings here which are densely distributed and have convenient roads', 'The buildings here are densely distributed and the roads are convenient', 'There are many buildings dense distribution and convenient roads here', 'The buildings here are full of dense distribution and convenient streets', 'There are many buildings dense distribution and convenient roads here']"
50,playground_2830.tif,2628,train,playground,"[13140, 13141, 13142, 13143, 13144]","['On the ground with lots of basketball courts', 'A few people are playing basketball on the playground', 'There are many basketball courts', 'On the ground with a lot of basketball court', 'A few people are playing basketball on the playground']"
51,mountain_2414.tif,2167,train,mountain,"[10835, 10836, 10837, 10838, 10839]","['We can see the roads and rivers through the valley of this bare mountain', 'We can see roads or rivers winding through the valley of this bare mountain', 'You can see windy roads or rivers through the valley of this naked mountain', 'It is a rather bare mountain range which is spectacular and majestic', 'We can see roads or rivers winding through this bare valley']"
52,meadow_2205.tif,1936,train,meadow,"[9680, 9681, 9682, 9683, 9684]","['The road ran straight through the grass and covered with wood', 'A road runs straight through the grass shaded by trees', 'A road through the grass shaded by trees', 'A road directly across the prairie', 'A road ran straight through the grass shaded by trees']"
53,square_4097.tif,4031,train,square,"[20155, 20156, 20157, 20158, 20159]","['There are many buildings around the square like many green trees and ring runways', 'Many buildings surround a square circular runway surrounded by many green trees', 'Many buildings are around a square shaped like an annular runway with many green trees', 'Many buildings surround a single circular square and many green trees', 'Many buildings are to the redor of a square in the form of a ring track with many green trees']"
54,sparseresidential_3817.tif,3721,train,sparseresidential,"[18605, 18606, 18607, 18608, 18609]","['Some buildings with swimming pools are surrounded by a part of the forest', 'Several buildings with swimming pools are half surrounded by a forest', 'Several buildings with swimming pool are semi-surrounded by a piece of forest to', 'Many buildings are surrounded by forests', 'Several buildings with a swimming pool are semi-surrounded by a piece of forest']"
55,resort_3322.tif,3173,train,resort,"[15865, 15866, 15867, 15868, 15869]","['The resort is constructed of many orange buildings and is next to the beaches and railways', 'The resort consists of many orange buildings close to the beach and the railway', 'The resort is composed of many orange buildings and is close to the beach and railways', 'Beach and railway near the hotel', 'The resort consists of many orange and fica buildings along the beach and railways']"
56,port_3158.tif,2992,train,port,"[14960, 14961, 14962, 14963, 14964]","['Here is a non protected basin in the shore with a compact moored boat in it', ""It 's an open basin on the coast with tightly moored ships"", 'Here is an unmodified basin on the coast with compact boats moored in it', 'This is a river basin without shelter', 'Here is a basin without shelter on the coast with boats compactly docked']"
57,beach_826.tif,410,train,beach,"[2050, 2051, 2052, 2053, 2054]","['The top of the beach beside the dark blue sea is woven', 'The beach beside the dark blue sea landed like a weaver', 'People on the beach near the dark blue sea are like cloth', 'The upper reaches of the beach next to the dark blue sea are weaving', 'People on the dark blue seaside are like weavers']"
58,stadium_4256.tif,4207,train,stadium,"[21035, 21036, 21037, 21038, 21039]","['There are many people in the ballpark', 'There are a lot of people in the stadium', 'There are many people inside the stadium', 'There are many people in the gym', 'There are many people in the stadium']"
59,forest_1839.tif,1530,train,forest,"[7650, 7651, 7652, 7653, 7654]","['This is grassland trees roads', 'It is green grassland and trees and light yellow path', 'A small curved wild road is through a piece of green forest', 'A winding path goes through a green forest', ""It 's a meadow a tree and a path""]"
60,bridge_960.tif,559,train,bridge,"[2795, 2796, 2797, 2798, 2799]","['Some yachts near the bridge', 'A road crosses the river and some boats are staying on the riverbank', 'The bridge is connecting a habor and a freeway', 'The wide bridge acrosses the river with several boats on its bank', 'A building and several boats and cars are in two sides of a river with some green plants']"
61,forest_1851.tif,1544,train,forest,"[7720, 7721, 7722, 7723, 7724]","['This forest tree is green', 'A vast expanse of forest', 'The trees in this forest are green', 'The trees in this forest are green', 'The trees in this forest are green']"
62,resort_3359.tif,3214,train,resort,"[16070, 16071, 16072, 16073, 16074]","['Different types of buildings are located in the wild birds near the road', 'A resort with different types of buildings sits on a bare land near the highway', 'A resort with different types of buildings is located on a ground on foot near the road', 'Buildings and several blue houses stands in this resort surrounded by bare land', ""It 's a resort with different types of buildings in wasteland near the highway""]"
63,square_4084.tif,4017,train,square,"[20085, 20086, 20087, 20088, 20089]","['There is a lunar square in the middle of several houses', 'There is a square in the shape of a moon in the middle of several houses', 'A lunar-shaped square is located in the center of several houses', 'There is a square between the houses', 'A fica moon-shaped square in the middle of several houses']"
64,storagetanks_4287.tif,4241,train,storagetanks,"[21205, 21206, 21207, 21208, 21209]","['Several reservoirs are near a large building', 'Several tanks are near a large building', 'Several tanks approached a large building', 'There are several tanks near the building', 'There are several tanks near a building']"
65,storagetanks_4355.tif,4316,train,storagetanks,"[21580, 21581, 21582, 21583, 21584]","['Two of the seven columnar tanks are without lids', 'There are some cylindrical water tanks on the concrete floor beside the road', 'There are several cylindrical water tanks on the concrete floor beside the road', 'Several tanks are situated in this area linked with pipes', 'There are some cylindrical tanks on the concrete floor beside s road']"
66,denseresidential_1538.tif,1198,train,denseresidential,"[5990, 5991, 5992, 5993, 5994]","['The swimming pool is right next to each other in the middle of the residential area', 'The swimming pool is in the middle of the residential area', 'The swimming pools are right next to them in the middle of the house', 'The house next to the swimming pool', 'The swimming pool is located in the adjacent real estate center']"
67,river_3604.tif,3485,train,river,"[17425, 17426, 17427, 17428, 17429]","['There is a long river on the ground', 'The river was covered with grass', 'There is a long and narrow river on the ground', 'There is a narrow river on the ground', 'The river is covered with grass']"
68,desert_1601.tif,1267,train,desert,"[6335, 6336, 6337, 6338, 6339]","['There is nothing in the desert', 'There is nothing in the desert', 'There is nothing in the desert', 'There is nothing in the desert', 'There is nothing in the desert']"
69,park_2572.tif,2342,train,park,"[11710, 11711, 11712, 11713, 11714]","['There are four green lakes in the middle of the green park', 'There are four deep green lakes in the middle of the green park', 'There are four dark green lakes in the middle of the green park', 'There are four green lakes in the middle of the park', 'There are four dark green lakes in the middle of the green park']"
70,forest_1830.tif,1520,train,forest,"[7600, 7601, 7602, 7603, 7604]","['The thick forest road is a combination of a thick tree', 'One part of the forest has a pattern o fish scale', 'A dense forest is made up of thick trees', 'Two different kinds of trees build that forest in that forest', 'Two different kinds of trees make up the forest there is a building at the corner of the forest']"
71,industrial_1959.tif,1663,train,industrial,"[8315, 8316, 8317, 8318, 8319]","['There are some lines of trucks parked at the factory', 'There are several trucks parked in the factory', 'Industrial white factories are near the street', 'Lots of containers and cars can be seen outside these factory buildings alongside a straight road', 'The white mill in the industrial area is just a block away']"
72,beach_792.tif,373,train,beach,"[1865, 1866, 1867, 1868, 1869]","['There are a series of waves parallel to the coast where the sand is black', 'There is a series of waves parallel to the sand that is black on the coast', 'The wave makes the coast different gradation', 'Layers of surfs are patting the yellow flat beach', 'Several lines of white waves in green ocean are near a yellow beach']"
73,park_2563.tif,2332,train,park,"[11660, 11661, 11662, 11663, 11664]","['Beside the lake is green trees', 'There is a big park in the center of the city', 'There are green plants and bush and there are many recreational facilities in the park', 'There are green plants and dense shrubs in the park as well as many recreational facilities', 'In the centre of the city there is a large park']"
74,desert_1563.tif,1225,train,desert,"[6125, 6126, 6127, 6128, 6129]","['The milk white desert is full of flakes texture', 'Ripples and stripes can be seen in this desert', 'Ripples and streaks can be seen in the desert', 'You can see cracks and stripes in this desert', 'Waves visible in the desert']"
75,park_2440.tif,2195,train,park,"[10975, 10976, 10977, 10978, 10979]","['Blocks are integrated with scattered trees', 'The block is a patchwork of trees', 'The block is integrated with scattered trees', 'This blog is a chopper', 'The bloc is integrated with scattered trees']"
76,railwaystation_3285.tif,3132,train,railwaystation,"[15660, 15661, 15662, 15663, 15664]","['Four red ribbon ceilings were covered with spindle-shaped railway tracks surrounding the house', 'Four red ribbon ceilings are covered with spindle-shaped railway tracks and surround the house', 'Four red striped ceilings are covered with spindle-shaped railway tracks and surrounded by houses', 'The railway station is red surrounded by rows of lush trees and buildings', 'The railway station is red surrounded by rows of luxuriant trees and buildings']"
77,commercial_1360.tif,1001,train,commercial,"[5005, 5006, 5007, 5008, 5009]","['Green commercials are distributed in several blocks', 'There we can see buildings together with street gardens in the blocks', 'Tree-covered commercial advertisements spread over several blocks', 'Neatly seated blocks compose this commercial area', 'A commercial full of green trees was distributed in several blocks']"
78,bridge_976.tif,577,train,bridge,"[2885, 2886, 2887, 2888, 2889]","['A bridge on the river and some boats on the river', 'Bridges and boats on the river', 'Living bridges on the river and some boats on the river', 'Living bridges in the river and some boats in the river', 'A living bridge on the river and some boats on the river']"
79,bridge_932.tif,528,train,bridge,"[2640, 2641, 2642, 2643, 2644]","['This is a bridge and some buildings', 'The roads are grey the trees are green and the water is blue', 'A bridge on heihe river has many green plants and is close to several buildings', 'There are many green plants near a bridge across heihe river and several buildings', 'This is a huge bridge and some buildings']"
80,airport_4666.tif,4661,train,airport,"[23305, 23306, 23307, 23308, 23309]","['Three white planes stopped side by side beside the white building with many boxes in the middle', 'Three white planes were parked beside a white building with many boxes in the middle', 'Three white planes were parked side by side next to the white building with a pile of boxes in the middle', 'Three white planes landed side by side next to a white building with many boxes in the middle', 'Three white planes stood side by side beside the white building with many boxes in the middle']"
81,desert_1591.tif,1256,train,desert,"[6280, 6281, 6282, 6283, 6284]","['There is little sand in the desert', 'There is nothing in the desert but sand', ""There 's nothing in the desert but little sand"", 'There is only sand in the desert', ""There 's nothing in the desert but a little sand""]"
82,center_1083.tif,695,train,center,"[3475, 3476, 3477, 3478, 3479]","['Several buildings and many green trees surround the silver-gray center', 'Several buildings and many green trees surround the silver-gray circular building', 'Many buildings and many green trees surround a silver-gray central building', 'Many buildings and many green trees surround the silver-gray circular building', 'Several buildings and many green trees surround a silver-gray central building']"
83,bareland_625.tif,188,train,bareland,"[940, 941, 942, 943, 944]","['There is a terrene road across the bareland with some pieces of greenland', 'There is a wasteland with certain vegetation and paths', 'There is a wasteland with vegetation and paths', 'Several dirt roads separated some grassland on the messy bareland', 'Several pieces of green meadows are in a piece of bareland']"
84,school_3728.tif,3623,train,school,"[18115, 18116, 18117, 18118, 18119]","['There is a tree in front of a huge building', 'There are trees in front of the huge building', 'There are trees in front of the pieces of big buildings', 'In this school teaching the architecture with grey roof through the road', 'The school has a grey roofed teaching building and the road passes by']"
85,bridge_958.tif,557,train,bridge,"[2785, 2786, 2787, 2788, 2789]","['The bridge has a vaulted steel beam in both sides of its deck', 'A suspension bridge can be seen over a river', 'A bridge with one car driving cross the green river', 'The partly shadowed bridge spans the straight river', 'Several buildings and several green trees are in two sides of a river with a bridge']"
86,mediumresidential_2221.tif,1953,train,mediumresidential,"[9765, 9766, 9767, 9768, 9769]","['This is a well organized commuter decorated with lush plants scattered in several villas', ""It 's a well-organized community with villas and lush plants"", 'This is a well organized community spread over some villas and decorated with lush plants', ""It 's a good community villas and green plants"", 'This is a well organized community spread out with some houses and decorated with lush plants']"
87,bridge_948.tif,545,train,bridge,"[2725, 2726, 2727, 2728, 2729]","['We can see a building near the parking lot which is connected to another building and is a bridge with two towers', 'We can see a building near the parking lot connected to another building through a bridge with two towers', 'The bridge connects two factories crossing the river', 'The white straight bridge connects the two buildings on both sides of the river', 'Several buildings and a parking lot are in two sides of a river with a bridge over it']"
88,desert_1617.tif,1285,train,desert,"[6425, 6426, 6427, 6428, 6429]","['There are jagged black contours in the desert', 'The desert has a jagged black outline', 'The are some mountain covered by the orand sand in the desert', ""There 's a black shape carved into the desert"", 'There is a uneven black outline on the desert']"
89,park_2530.tif,2295,train,park,"[11475, 11476, 11477, 11478, 11479]","['There is a big park next to the wide river', 'A lot of blue roof houses are built in the park', 'There are many blue roofed houses in the park', 'Next to the wide river is a big park', 'Near the large river is a large park']"
90,viaduct_4495.tif,4472,train,viaduct,"[22360, 22361, 22362, 22363, 22364]","['There are many cars on the viaduct', 'There are many cars on the bridge', 'There are many cars on the viaduct', 'There are many cars on the viaduct', 'There are many cars on the viaduct']"
91,port_3120.tif,2949,train,port,"[14745, 14746, 14747, 14748, 14749]","['Many white ships docked on the harbor', 'The boats are of different sizes and the water is dark green', 'Some boats are near the pier by car', 'Some of the boats are near the docks with cars', 'Many white ships call at the port some are blue']"
92,pond_3020.tif,2838,train,pond,"[14190, 14191, 14192, 14193, 14194]","['There are many buildings next to the pond', 'Around the pond are the green grass', 'In the thick forest and the central building', 'There is a green lake lake around the woods', 'There are many buildings beside the pond']"
93,baseballfield_730.tif,304,train,baseballfield,"[1520, 1521, 1522, 1523, 1524]","['There are two football fields on the baseball fields surrounded by trees', 'There is a baseball field and two football courts surrounded by some trees and lighting poles', 'A yellow baseball field beside two footballfields', 'Two football courts are surrounding the baseballfield', 'A baseball field is surrounded by several sparsely distributed green trees']"
94,mediumresidential_2256.tif,1992,train,mediumresidential,"[9960, 9961, 9962, 9963, 9964]","['It is a village surrounded by green trees', 'The tree is dark green and the grass is light green', 'The trees are dark green and the grass is light green', 'This is a village surrounded by green trees', 'Is a village surrounded by green trees']"
95,industrial_1994.tif,1702,train,industrial,"[8510, 8511, 8512, 8513, 8514]","['There is a bare land around the factory', 'There is an open space around the factory', ""There 's a bare land around the factory"", 'There is a space around the factory', 'There is open space around the factory']"
96,viaduct_4548.tif,4531,train,viaduct,"[22655, 22656, 22657, 22658, 22659]","['The viaduct extends to a fairly prosperous road to help connect them', 'The viaduct includes a rather busy road which is connected by ancillary roads', 'The viaduct passes through a rather busy street and the auxiliary road connects them', 'The viaduct crossing the road is more lively and the road connects them', 'The viaduct passes through a fairly prosperous road and is connected by auxiliary roads']"
97,park_2558.tif,2326,train,park,"[11630, 11631, 11632, 11633, 11634]","['There are many parking lots outside', 'There are lots of parking lots outside', ""There 's lots of parking outside"", ""There 's a parking lot outside"", ""There 's a lot of parking outside""]"
98,river_3590.tif,3470,train,river,"[17350, 17351, 17352, 17353, 17354]","['The wide river is across the passage of the land and farmland and town and land', 'This broad river runs across land fields and towns with dense houses', 'The large river is through the stretch of land with pieces of agricultural land and cities with dense houses', 'Two long narrow bridges follow this wide river that connects its two banks', 'Three long and narrow bridges span the wide river that connects its banks']"
99,mediumresidential_2284.tif,2023,train,mediumresidential,"[10115, 10116, 10117, 10118, 10119]","['Many trees and lawns were planted in a row of houses', 'There are lots of trees and lawns in the rows of houses', 'A lot of trees and lawns have been planted in rows of houses', 'There are trees and grass in the house', 'Many trees and lawns are planted in rows of houses']"
100,bareland_622.tif,185,train,bareland,"[925, 926, 927, 928, 929]","['The terrain of the terrene is crumpled', 'Bare soil with undulating veins', 'There is a bare piece of land with wavy veins on it', 'The sandy messy bareland has many stripes on it', 'It is a piece of irregular gray bareland']"
